epoch,accuracy,loss,top_3_accuracy,val_accuracy,val_loss,val_top_3_accuracy
0,0.9052210450172424,0.2461510151624679,0.9903581142425536,0.917959213256836,0.2627980411052704,0.9905102252960204
1,0.9146005511283876,0.2153662145137787,0.9911015033721924,0.9191836714744568,0.2529881000518799,0.9909183382987976
2,0.9198697209358216,0.2036276012659073,0.9928942918777466,0.9245918393135072,0.2450983226299286,0.9913265109062196
3,0.9244391918182372,0.18600495159626,0.9936814308166504,0.9245918393135072,0.2422606199979782,0.9918367266654968
4,0.9273251891136168,0.1756408810615539,0.9938125610351562,0.9272449016571044,0.2410936802625656,0.991224467754364
5,0.9295990467071532,0.170219674706459,0.9944685101509094,0.9309183955192566,0.2240175902843475,0.9922448992729188
6,0.9309327006340028,0.1740051507949829,0.9945122003555298,0.9326530694961548,0.2208343893289566,0.992755115032196
7,0.9358738660812378,0.1549639850854873,0.9951243996620178,0.933571457862854,0.2193549275398254,0.9926530718803406
